EmperorYoYo,pyynx8,28,0,Takedar the Reborn,9980450,1365,4349025,0,0,0,0,1813364,0,0,2639452,0,0,0,0,1177243,0,0,0,0,0,0,0,0,0
EmperorYoYo,pyynx8,28,1,Jukk the Overseer,9704524,0,0,44537,56210,72373,78157,954722,317984,0,1518793,0,0,0,0,6128722,533022,0,0,0,0,0,0,0,0
EmperorYoYo,pyynx8,28,2,Lojak the Fissure,5225366,0,2713924,0,0,0,0,1212184,0,1299257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EmperorYoYo,pyynx8,28,3,Takedar the Reborn,10074632,146528,3702712,0,0,0,983,100967,0,4151,2503550,0,0,0,0,1307316,2307830,0,0,0,0,0,0,0,591
RedCrash,q47bdm5,28,0,Takedar the Reborn,4201959,1190508,990470,0,1149742,0,578259,0,292978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedCrash,q47bdm5,28,1,Jukk the Overseer,8329557,2217326,3802321,678,195,0,14337,1091728,1202969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedCrash,q47bdm5,28,2,Lojak the Fissure,8659880,0,3025877,1148245,88022,526929,367435,0,0,2142442,1078099,53618,229209,0,0,0,0,0,0,0,0,0,0,0,0
RedCrash,q47bdm5,28,3,Takedar the Reborn,8465161,1114192,2058308,716727,0,641513,925516,0,0,0,0,2474306,528587,0,5389,0,0,58,168,392,0,0,0,0,0
Link,6b9nqrr,28,0,Takedar the Reborn,8403551,2169344,1022401,749012,133494,614630,136818,69301,66785,2225705,1040917,0,0,0,0,92348,82789,0,0,0,0,0,0,0,0
Link,6b9nqrr,28,1,Jukk the Overseer,4095902,2210940,961649,0,0,0,0,923312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Link,6b9nqrr,28,2,Lojak the Fissure,8171731,2104958,978302,398357,87986,736538,134662,82581,133761,137987,1982372,646242,61560,565216,0,121203,0,0,0,0,0,0,0,0,0
Link,6b9nqrr,28,3,Takedar the Reborn,8543830,2322332,1030073,384693,227068,618338,83502,70859,63662,2326922,1035701,380675,0,0,0,0,0,0,0,0,0,0,0,0,0
Xeno,9g94ry,24,0,Takedar the Reborn,7563342,2318148,1034206,107132,140721,407043,544668,168668,111019,865543,202287,1133467,251709,6406,14678,256676,0,305,0,0,0,0,0,657,0
Xeno,9g94ry,24,1,Jukk the Overseer,4116016,0,0,9268,22988,2076,11797,0,0,2534622,1180552,0,0,0,0,4661,350049,0,0,0,0,0,0,0,0
Xeno,9g94ry,24,2,Lojak the Fissure,7953374,2233250,1061356,115189,138475,87959,827751,108181,572934,0,1065665,869433,163129,532300,35707,141942,0,95,0,0,0,0,0,0,0
Xeno,9g94ry,24,3,Takedar the Reborn,4093849,0,80590,129142,128333,86129,113917,0,112637,2269966,1009873,0,0,0,0,163257,0,0,0,0,0,0,0,0,0
Sherlock,mnegm22,28,0,Takedar the Reborn,6051952,730067,763893,0,0,0,1466037,0,1650989,731135,0,0,0,0,0,0,709828,0,0,0,0,0,0,0,0
Sherlock,mnegm22,28,1,Jukk the Overseer,4843407,787908,765494,0,0,0,0,0,1605367,0,0,0,0,0,0,0,1684637,0,0,0,0,0,0,0,0
Sherlock,mnegm22,28,2,Lojak the Fissure,4604306,773612,792721,0,0,0,0,0,1570551,0,763449,0,0,0,0,703971,0,0,0,0,0,0,0,0,0
Sherlock,mnegm22,28,3,Takedar the Reborn,6342649,822807,798334,0,702110,0,833933,0,1681063,751709,752691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Razgriz,36en7n2,24,0,Takedar the Reborn,3203726,0,0,0,0,0,0,0,0,0,1527437,457972,463889,430117,322356,0,0,115,888,948,0,0,0,0,0
Razgriz,36en7n2,24,1,Jukk the Overseer,5828417,0,0,0,0,0,4540,0,634927,845973,1725224,0,0,0,0,972579,1643986,0,1135,0,0,0,0,49,0
Razgriz,36en7n2,24,2,Lojak the Fissure,4306158,1082293,0,0,0,0,0,0,394074,0,901456,648581,664236,249417,299682,50092,15316,166,0,842,0,0,0,0,0
Razgriz,36en7n2,24,3,Takedar the Reborn,7012870,2135338,947288,91500,73064,951968,293595,118008,86983,0,0,0,2290665,0,24204,0,0,50,0,62,0,0,0,141,0
Sir Tap a Lot,ybd48dk,24,0,Takedar the Reborn,3344785,923056,155542,44739,64309,1195865,21046,760118,178400,0,0,0,0,0,0,0,1706,0,0,0,0,0,0,0,0
Sir Tap a Lot,ybd48dk,24,1,Jukk the Overseer,6449096,994576,191789,67830,26119,318067,41722,1589731,419855,759359,775935,0,0,0,0,1107893,156214,0,0,0,0,0,0,0,0
Sir Tap a Lot,ybd48dk,24,2,Lojak the Fissure,6363193,0,80681,53637,43045,614516,48896,1629197,54296,780965,770372,0,0,0,523703,0,1763851,29,0,0,0,0,0,0,0
Sir Tap a Lot,ybd48dk,24,3,Takedar the Reborn,3109769,0,0,437255,0,477372,0,0,0,733377,775202,0,0,0,0,686562,0,0,0,0,0,0,0,0,0
WarDaveEagle,455dxkk,16,0,Takedar the Reborn,4823632,0,0,0,824798,0,336377,0,0,2750057,912399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WarDaveEagle,455dxkk,16,1,Jukk the Overseer,4677970,0,0,805113,0,230001,0,0,0,2789519,853335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WarDaveEagle,455dxkk,16,2,Lojak the Fissure,4602652,2740283,851951,0,1908,533,84228,451066,472680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WarDaveEagle,455dxkk,16,3,Takedar the Reborn,4755203,2810807,863606,0,8382,420,102070,495877,474038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StrayTee,d7qneqb,20,0,Takedar the Reborn,3650321,0,0,0,38201,177282,154260,0,0,15788,2009392,959797,95907,0,0,199416,0,0,0,0,0,0,0,0,275
StrayTee,d7qneqb,20,1,Jukk the Overseer,3621984,0,441770,0,0,0,0,0,840386,776051,1563775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StrayTee,d7qneqb,20,2,Lojak the Fissure,7249349,0,2114692,137943,933037,117393,103683,113651,128861,21990,2134710,0,1093257,71283,70078,97207,110371,1186,0,0,0,0,0,0,0
StrayTee,d7qneqb,20,3,Takedar the Reborn,3870002,108892,1121003,99510,125773,148766,107853,110883,149311,0,1036254,0,0,0,0,0,861754,0,0,0,0,0,0,0,0
TechnoPikachu,9krbpy,20,0,Takedar the Reborn,7023642,1406756,1358001,1422,0,0,5746,0,803480,1324403,1087537,0,0,0,0,0,1036292,0,0,0,0,0,0,0,0
TechnoPikachu,9krbpy,20,1,Jukk the Overseer,3385732,0,0,2980,0,0,0,0,0,1269829,1186411,0,0,0,0,845905,80605,0,0,0,0,0,0,0,0
TechnoPikachu,9krbpy,20,2,Lojak the Fissure,3992573,1589610,1332397,0,0,0,488,0,1070076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TechnoPikachu,9krbpy,20,3,Takedar the Reborn,3778530,1482310,1233699,382,0,0,0,1062138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
