Link,6b9nqrr,32,0,Takedar the Reborn,7150485,1983058,906623,0,0,0,0,771317,0,0,0,64145,1925842,60760,1438738,0,0,0,0,0,0,0,0,0,0
Link,6b9nqrr,32,1,Takedar the Reborn,3762535,1942058,934373,0,0,0,0,0,0,0,0,0,0,0,0,886104,0,0,0,0,0,0,0,0,0
Link,6b9nqrr,32,2,Jukk the Overseer,7458886,1934099,922049,0,0,0,0,817803,0,1958562,998562,0,0,0,0,0,827809,0,0,0,0,0,0,0,0
Link,6b9nqrr,32,3,Lojak the Fissure,10941320,1954471,986436,409486,25809,448091,9291,87219,21508,0,3923944,81422,1302890,0,1194129,496619,0,0,0,0,0,0,0,0,0
RedCrash,q47bdm5,28,0,Takedar the Reborn,8079977,1244279,1131805,920245,952048,1341690,381975,43230,55160,956906,1034203,18431,0,0,0,0,0,0,0,0,0,0,0,0,0
RedCrash,q47bdm5,28,1,Takedar the Reborn,4373093,0,1038912,844711,0,1484232,0,0,0,1005236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedCrash,q47bdm5,28,2,Jukk the Overseer,8276522,2114491,1548369,0,0,0,3450,1013089,1494009,997001,1106110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedCrash,q47bdm5,28,3,Lojak the Fissure,8232193,933089,1980572,624747,1899700,0,1872128,0,0,883013,0,0,22204,0,16737,0,0,0,0,0,0,0,0,0,0
TechnoPikachu,9krbpy,32,0,Takedar the Reborn,3296242,0,0,2152,0,0,0,106381,0,1278102,866259,0,0,0,0,0,1043346,0,0,0,0,0,0,0,0
TechnoPikachu,9krbpy,32,1,Takedar the Reborn,10209860,1573284,2214244,376,0,0,40960,1116024,1103022,1233544,1959228,740781,5312,221774,0,0,0,328,820,0,0,0,0,156,0
TechnoPikachu,9krbpy,32,2,Jukk the Overseer,3063734,0,0,2152,0,0,0,0,0,0,2129409,0,0,0,0,0,932054,117,0,0,0,0,0,0,0
TechnoPikachu,9krbpy,32,3,Lojak the Fissure,10297015,1526461,2453909,0,0,0,0,0,1066599,1019668,2151514,0,99134,0,24959,917283,1033055,4391,0,37,0,0,0,0,0
Xeno,9g94ry,28,0,Takedar the Reborn,7475774,2177821,978788,101406,169506,584134,564525,133396,149869,0,0,717651,202140,475660,209583,1010788,0,243,56,0,0,0,0,74,126
Xeno,9g94ry,28,1,Takedar the Reborn,3776668,2209589,155810,276930,393471,162430,249997,0,189156,0,0,0,0,0,0,139284,0,0,0,0,0,0,0,0,0
Xeno,9g94ry,28,2,Jukk the Overseer,7690416,2342080,1158814,21269,0,2552,9286,628933,572168,1151399,1801682,0,0,0,0,0,2228,0,0,0,0,0,0,0,0
Xeno,9g94ry,28,3,Lojak the Fissure,7856675,2159458,1125259,319379,345810,239176,263356,399795,290883,2236637,0,94631,124647,0,120680,0,136958,0,0,0,0,0,0,0,0
Sherlock,mnegm22,32,0,Takedar the Reborn,5619790,738289,737004,0,711,324,1515327,0,1552416,0,441693,0,0,0,0,633989,0,34,0,0,0,0,0,0,0
Sherlock,mnegm22,32,1,Takedar the Reborn,2969113,0,712990,0,0,0,0,0,1113098,747812,0,0,0,0,0,394102,0,0,0,0,0,0,0,1110,0
Sherlock,mnegm22,32,2,Jukk the Overseer,5948363,760746,691907,0,0,0,0,0,2953777,869676,672254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherlock,mnegm22,32,3,Lojak the Fissure,8887635,808870,1410253,0,0,0,0,0,2039487,750337,682362,0,0,602838,0,1607574,985911,0,0,0,0,0,0,0,0
StrayTee,d7qneqb,24,0,Takedar the Reborn,1789506,0,0,0,149066,182426,150022,0,0,0,76098,1096016,0,0,0,135427,0,336,0,0,0,0,0,0,113
StrayTee,d7qneqb,24,1,Takedar the Reborn,8496396,0,1706285,93711,164834,893582,866530,0,0,18949,3847011,56412,0,709747,0,0,139030,0,0,0,0,0,0,284,16
StrayTee,d7qneqb,24,2,Jukk the Overseer,3358154,0,0,0,0,0,168,0,0,91077,1909787,0,0,0,0,0,1357121,0,0,0,0,0,0,0,0
StrayTee,d7qneqb,24,3,Lojak the Fissure,7085225,112636,2093715,129791,110783,341095,87883,855233,858113,0,1947349,142764,133013,0,157164,0,115227,453,0,0,0,0,0,0,0
wisp,p734783,31,0,Takedar the Reborn,2811629,806654,341960,289788,108362,315239,73380,626057,250186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wisp,p734783,31,1,Takedar the Reborn,7536413,341021,618224,382721,632673,294224,1217911,556671,984774,742433,0,0,1395456,103238,264410,0,0,565,0,0,0,0,0,2086,0
wisp,p734783,31,2,Jukk the Overseer,2877959,0,0,19228,9649,20062,44581,1016678,1027077,730880,9802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wisp,p734783,31,3,Lojak the Fissure,7344312,765304,248088,164373,161971,461526,278729,1076020,560732,717005,1118341,295433,231281,137662,145091,968306,0,11211,0,0,655,1770,0,0,808
EmperorYoYo,pyynx8,16,0,Takedar the Reborn,4725039,0,3681018,0,0,0,0,1044021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EmperorYoYo,pyynx8,16,1,Takedar the Reborn,9751230,2695510,1111012,0,0,459482,0,1123678,0,0,2533071,1110437,0,718038,0,0,0,0,0,0,0,0,0,0,0
EmperorYoYo,pyynx8,16,2,Jukk the Overseer,4921993,0,3776649,0,0,0,0,1145343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EmperorYoYo,pyynx8,16,3,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foo,ndm5rxm,27,0,Takedar the Reborn,3821702,909307,0,0,324424,0,157406,0,0,1345310,1085115,0,0,0,0,0,0,0,0,0,0,0,0,0,138
Foo,ndm5rxm,27,1,Takedar the Reborn,2435140,0,0,0,0,0,0,0,0,900516,1196210,0,0,0,0,0,338412,0,0,0,0,0,0,0,0
Foo,ndm5rxm,27,2,Jukk the Overseer,5316581,1428342,837133,582668,0,209409,661,0,0,809258,732142,0,0,0,0,284241,432723,0,0,0,0,0,0,0,0
