PlayerName,PlayerCode,TotalRaidAttacks,TitanNumber,TitanName,TitanDamage,ArmorHead,ArmorTorso,ArmorLeftArm,ArmorRightArm,ArmorLeftHand,ArmorRightHand,ArmorLeftLeg,ArmorRightLeg,BodyHead,BodyTorso,BodyLeftArm,BodyRightArm,BodyLeftHand,BodyRightHand,BodyLeftLeg,BodyRightLeg,SkeletonHead,SkeletonTorso,SkeletonLeftArm,SkeletonRightArm,SkeletonLeftHand,SkeletonRightHand,SkeletonLeftLeg,SkeletonRightLeg
Kim,eq35ke5,28,1,Lojak the Fissure,2697897,867258,836170,42861,0,0,0,248,648,950710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim,eq35ke5,28,2,Takedar the Reborn,2747137,0,383855,0,0,0,256661,0,0,973280,1093322,27943,0,5384,0,0,0,4726,0,0,1750,0,0,0,212
Kim,eq35ke5,28,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim,eq35ke5,28,4,Lojak the Fissure,2918358,981660,895844,33136,0,643,0,1813,0,1005261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moodywl,q4826d,29,0,Lojak the Fissure,2879798,501754,418426,330831,97539,72976,0,0,0,0,417697,27803,96941,68124,125710,720991,0,874,0,0,0,0,0,0,126
Moodywl,q4826d,29,1,Lojak the Fissure,984001,0,507254,0,0,38281,93736,0,0,0,0,28163,156952,0,0,142278,14394,2938,0,0,0,0,0,0,0
Moodywl,q4826d,29,2,Takedar the Reborn,2560257,0,644242,3279,0,864,234669,0,0,858676,458163,0,0,353447,0,729,0,610,0,3297,2277,0,0,0,0
Moodywl,q4826d,29,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moodywl,q4826d,29,4,Lojak the Fissure,3178396,639477,630030,434636,49969,79354,0,305073,113955,499720,426178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dàntus,47xqex4,16,0,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dàntus,47xqex4,16,1,Lojak the Fissure,2085908,0,0,0,0,0,0,0,0,0,550847,0,0,0,0,1534312,0,724,0,0,0,0,0,0,24
Dàntus,47xqex4,16,2,Takedar the Reborn,2123596,0,501867,172009,493843,0,0,0,0,570754,0,385119,0,0,0,0,0,0,0,0,0,0,0,0,0
Dàntus,47xqex4,16,3,Mohaca the Gale,3644660,554657,6125,0,0,607,0,469942,0,0,0,742798,321,0,0,1869073,621,329,0,182,0,0,0,0,0
Dàntus,47xqex4,16,4,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wumbo3000,dg7mm2,8,0,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wumbo3000,dg7mm2,8,1,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wumbo3000,dg7mm2,8,2,Takedar the Reborn,3774623,0,0,0,0,0,375,0,0,2995599,0,0,0,0,0,0,778648,0,0,0,0,0,0,0,0
wumbo3000,dg7mm2,8,3,Mohaca the Gale,3600960,0,0,0,0,0,1051,0,781993,2817915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wumbo3000,dg7mm2,8,4,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timmy,e4b5drn,30,0,Lojak the Fissure,2000577,576981,117462,166070,69783,58760,0,99747,8512,0,327210,361092,3009,99894,0,106843,0,5043,0,12,12,0,49,0,91
Timmy,e4b5drn,30,1,Lojak the Fissure,853885,0,0,0,0,0,2163,0,0,0,337884,0,0,45677,0,459352,0,4883,0,3899,0,0,0,0,24
Timmy,e4b5drn,30,2,Takedar the Reborn,1199429,0,370073,123,1038,2713,2821,0,0,626323,0,9756,0,0,0,74049,112530,0,0,0,0,0,0,0,0
Timmy,e4b5drn,30,3,Mohaca the Gale,2076943,471786,56040,285857,113553,71615,0,42868,0,0,0,166329,0,264314,67181,212926,321787,0,0,2681,0,0,0,0,0
Timmy,e4b5drn,30,4,Lojak the Fissure,1215706,0,0,0,50300,41172,13374,0,22628,0,413935,75352,0,187658,0,283079,117305,4644,0,2655,0,0,2457,1141,0
Meliodas,yb96w3,13,0,Lojak the Fissure,2782946,649310,599185,0,0,0,0,0,0,0,1531082,0,0,0,0,0,0,3323,0,0,29,0,14,0,0
Meliodas,yb96w3,13,1,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meliodas,yb96w3,13,2,Takedar the Reborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meliodas,yb96w3,13,3,Mohaca the Gale,1596973,0,5383,0,0,54108,88549,0,97981,0,0,0,675915,0,300,82365,591669,14,0,685,0,0,0,0,0
Meliodas,yb96w3,13,4,Lojak the Fissure,2317370,0,630817,58421,86059,4956,82894,70182,46701,1337336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dex110,325748d,13,0,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dex110,325748d,13,1,Lojak the Fissure,1955118,442928,931603,659,0,0,621,236,579070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dex110,325748d,13,2,Takedar the Reborn,3445437,1379013,1706204,3817,1666,0,5014,0,7499,0,0,0,0,0,0,342221,0,0,0,0,0,0,0,0,0
Dex110,325748d,13,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dex110,325748d,13,4,Lojak the Fissure,513834,44721,441991,1628,0,119,357,1390,23628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naish,b653mwp,8,0,Lojak the Fissure,3066058,753871,584311,0,0,0,0,1727875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naish,b653mwp,8,1,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naish,b653mwp,8,2,Takedar the Reborn,2693913,0,0,0,0,0,5083,0,0,0,658116,0,783967,1246292,0,0,0,17,0,44,374,0,0,17,0
Naish,b653mwp,8,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naish,b653mwp,8,4,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sword Master,d23eqpe,20,0,Lojak the Fissure,1101856,248556,263112,70680,124498,80035,113971,65874,135127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sword Master,d23eqpe,20,1,Lojak the Fissure,1040887,0,203583,210902,85086,93384,176499,0,0,0,0,2055,0,0,0,139038,129865,472,0,0,0,0,0,0,0
Sword Master,d23eqpe,20,2,Takedar the Reborn,988538,0,383286,0,46163,75466,78137,0,0,110636,0,24126,0,0,0,86777,183944,0,0,0,0,0,0,0,0
Sword Master,d23eqpe,20,3,Mohaca the Gale,2299249,659224,266985,38097,54690,67422,150046,111556,204534,0,0,25267,0,163317,179152,193918,180865,78,0,2884,1205,0,0,0,0
Sword Master,d23eqpe,20,4,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice,rn8m893,24,0,Lojak the Fissure,1700697,0,336117,121077,0,2341,6326,23485,125523,171934,63088,489081,7775,87175,4959,216382,42733,602,0,615,0,0,0,1462,13
Alice,rn8m893,24,1,Lojak the Fissure,556128,0,0,0,0,0,0,0,0,0,3576,0,0,786,540605,0,0,183,0,13,10794,0,0,13,157
Alice,rn8m893,24,2,Takedar the Reborn,787549,596447,162388,5881,0,262,0,22569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice,rn8m893,24,3,Mohaca the Gale,737438,0,105806,0,0,12002,393,566932,8315,20088,0,18259,5639,0,0,0,0,0,0,0,0,0,0,0,0
Alice,rn8m893,24,4,Lojak the Fissure,914683,258993,284679,112792,16784,84006,3067,145538,8820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4n,4r9w5rn,12,0,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4n,4r9w5rn,12,1,Lojak the Fissure,1845563,596108,549684,16961,29522,10745,32308,22160,156598,0,427342,0,0,0,0,0,0,3986,0,12,0,48,0,0,84
M4n,4r9w5rn,12,2,Takedar the Reborn,2370772,478273,938750,18612,72412,54999,44977,11037,79170,481552,0,82386,0,0,0,45578,63020,0,0,0,0,0,0,0,0
M4n,4r9w5rn,12,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4n,4r9w5rn,12,4,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Peace,8xb8p36,8,0,Lojak the Fissure,1970277,0,268946,0,0,0,57641,0,0,105936,340388,47836,48918,33608,0,389394,677031,576,0,0,0,0,0,0,0
Master Peace,8xb8p36,8,1,Lojak the Fissure,1325687,258519,183547,173795,42163,58912,99823,122755,154477,231693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Peace,8xb8p36,8,2,Takedar the Reborn,497800,0,56182,0,0,0,206,0,0,246463,0,15216,0,0,0,34151,145580,0,0,0,0,0,0,0,0
Master Peace,8xb8p36,8,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Peace,8xb8p36,8,4,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SouthernStyle II,d4kbebq,4,0,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SouthernStyle II,d4kbebq,4,1,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SouthernStyle II,d4kbebq,4,2,Takedar the Reborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SouthernStyle II,d4kbebq,4,3,Mohaca the Gale,2070004,0,0,0,0,0,545382,0,458896,1056255,0,0,9469,0,0,0,0,0,0,0,0,0,0,0,0
SouthernStyle II,d4kbebq,4,4,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ti,p74wr9m,0,0,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ti,p74wr9m,0,1,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ti,p74wr9m,0,2,Takedar the Reborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ti,p74wr9m,0,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ti,p74wr9m,0,4,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
