PlayerName,PlayerCode,TotalRaidAttacks,TitanNumber,TitanName,TitanDamage,ArmorHead,ArmorTorso,ArmorLeftArm,ArmorRightArm,ArmorLeftHand,ArmorRightHand,ArmorLeftLeg,ArmorRightLeg,BodyHead,BodyTorso,BodyLeftArm,BodyRightArm,BodyLeftHand,BodyRightHand,BodyLeftLeg,BodyRightLeg,SkeletonHead,SkeletonTorso,SkeletonLeftArm,SkeletonRightArm,SkeletonLeftHand,SkeletonRightHand,SkeletonLeftLeg,SkeletonRightLeg
Ilinux9,9nygd7q,17,0,Lojak the Fissure,9540802,0,1232567,0,0,1072391,1664012,0,0,1203466,4368364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilinux9,9nygd7q,17,1,Lojak the Fissure,2248466,1182237,0,0,0,0,0,0,0,0,0,0,0,842293,223614,0,0,0,0,0,0,0,321,0,0
Ilinux9,9nygd7q,17,2,Takedar the Reborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilinux9,9nygd7q,17,3,Mohaca the Gale,5209387,1202901,0,0,0,0,0,0,0,0,0,4006486,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilinux9,9nygd7q,17,4,Lojak the Fissure,4959626,0,0,0,0,1313541,1056571,0,0,0,1167630,0,0,194757,0,1227124,0,0,0,0,0,0,0,0,0
MasterC,yg7y2qg,30,0,Lojak the Fissure,5631294,0,1323607,0,0,0,0,0,0,1541490,1378658,131560,72813,93480,86877,75286,927209,311,0,0,0,0,0,0,0
MasterC,yg7y2qg,30,1,Lojak the Fissure,2795126,0,0,0,0,0,0,0,0,0,1989743,0,0,804935,0,0,0,0,0,332,0,116,0,0,0
MasterC,yg7y2qg,30,2,Takedar the Reborn,2788779,1523089,1265689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MasterC,yg7y2qg,30,3,Mohaca the Gale,5168931,1478677,0,0,75844,71984,88076,84922,984831,0,0,52459,0,1235391,459002,633726,0,0,0,3749,265,0,0,0,0
MasterC,yg7y2qg,30,4,Lojak the Fissure,3609378,0,0,0,50657,4175,17249,0,716396,0,2117344,0,0,0,0,26985,676006,332,0,232,0,0,0,0,0
Stella,k5382ep,28,0,Lojak the Fissure,4077861,600266,583118,0,0,0,0,1665606,0,0,910943,0,317206,0,0,0,0,137,0,0,582,0,0,0,0
Stella,k5382ep,28,1,Lojak the Fissure,4377425,0,601765,0,0,943,0,2512043,0,1262672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stella,k5382ep,28,2,Takedar the Reborn,3016480,627883,609745,0,0,0,0,1778852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stella,k5382ep,28,3,Mohaca the Gale,2769764,641288,624,0,0,121414,0,1606010,0,0,0,362540,0,0,0,37886,0,0,0,0,0,0,0,0,0
Stella,k5382ep,28,4,Lojak the Fissure,5624825,637665,604010,908840,0,0,0,747398,0,36688,586920,298917,0,0,0,1803636,0,748,0,0,0,0,0,0,0
Raise,kb3n8r,20,0,Lojak the Fissure,4497034,0,626759,85777,37864,372395,293610,0,566009,984042,420493,206196,91746,8960,0,1277,800813,1003,0,0,0,0,0,0,83
Raise,kb3n8r,20,1,Lojak the Fissure,3325439,1057503,623987,628579,0,256055,10036,0,749276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raise,kb3n8r,20,2,Takedar the Reborn,3295036,0,0,0,0,509722,351459,0,0,0,848936,0,951974,0,0,622001,0,5759,0,5183,0,0,0,0,0
Raise,kb3n8r,20,3,Mohaca the Gale,4294881,0,17004,0,0,155440,387433,848971,547155,1201984,0,538702,558429,0,0,39759,0,0,0,0,0,0,0,0,0
Raise,kb3n8r,20,4,Lojak the Fissure,4453005,0,0,0,148000,0,821521,0,899011,0,27814,0,869819,525,883452,433833,369028,0,0,0,0,0,0,0,0
nino1h,3pwp5n,24,0,Lojak the Fissure,3226049,703852,767363,134489,0,605354,0,1014989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nino1h,3pwp5n,24,1,Lojak the Fissure,2528835,0,0,0,0,0,0,0,0,0,771434,0,0,0,0,1757401,0,0,0,0,0,0,0,0,0
nino1h,3pwp5n,24,2,Takedar the Reborn,5470670,718197,771861,0,0,625571,0,0,0,685628,842604,43365,0,715076,0,1068310,0,0,0,53,0,0,0,0,0
nino1h,3pwp5n,24,3,Mohaca the Gale,4225330,706613,167,0,0,0,0,1110956,0,0,0,0,0,0,0,2407593,0,0,0,0,0,0,0,0,0
nino1h,3pwp5n,24,4,Lojak the Fissure,4009169,696105,0,0,0,0,0,0,0,734345,779646,0,0,0,0,649302,1149769,0,0,0,0,0,0,0,0
Hiiwatari,524nm58,24,0,Lojak the Fissure,4883449,0,556072,0,0,0,11885,0,0,5674,766140,604451,29346,422388,19134,2449617,18706,30,0,0,0,0,0,0,0
Hiiwatari,524nm58,24,1,Lojak the Fissure,4238856,0,0,0,0,0,33095,1315693,0,0,595339,0,743566,272856,0,292284,985818,31,0,0,0,0,0,0,171
Hiiwatari,524nm58,24,2,Takedar the Reborn,3103122,1221975,566802,315711,7598,944757,30498,15777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiiwatari,524nm58,24,3,Mohaca the Gale,6064969,0,17718,0,0,24711,631947,0,267296,0,0,0,2076431,32123,1361861,1379977,272784,48,0,0,68,0,0,0,0
Hiiwatari,524nm58,24,4,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schipsi,pypd97,28,0,Lojak the Fissure,5030244,1472034,783204,8603,11570,11570,4102,116556,126757,0,1163196,160774,12390,44812,7877,118512,988240,40,0,0,0,0,0,0,0
Schipsi,pypd97,28,1,Lojak the Fissure,2393599,0,645665,155892,8762,30067,18598,0,0,0,0,0,0,0,0,585182,949376,54,0,0,0,0,0,0,0
Schipsi,pypd97,28,2,Takedar the Reborn,3094770,0,769446,7368,12937,11909,76079,0,0,743406,0,0,0,0,467042,82866,921498,0,0,0,2215,0,0,0,0
Schipsi,pypd97,28,3,Mohaca the Gale,4439278,1462284,13787,0,0,0,0,565752,0,0,0,0,0,103579,136582,1315139,841100,0,0,738,312,0,0,0,0
Schipsi,pypd97,28,4,Lojak the Fissure,2712528,0,814801,0,12921,10787,16857,0,965291,767034,0,12771,0,0,0,112062,0,0,0,0,0,0,0,0,0
Rich_NYC,xbm4kq6,29,0,Lojak the Fissure,2392737,0,545538,500121,0,290,0,0,0,1346787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich_NYC,xbm4kq6,29,1,Lojak the Fissure,4518089,1373680,559021,499345,0,0,0,0,0,0,1792461,0,290898,0,0,0,0,1663,0,0,1019,0,0,0,0
Rich_NYC,xbm4kq6,29,2,Takedar the Reborn,2478472,1407497,571586,499389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich_NYC,xbm4kq6,29,3,Mohaca the Gale,4474682,1361392,601379,0,498277,0,0,0,0,0,0,0,0,18712,7994,11508,1975374,44,0,0,0,0,0,0,0
Rich_NYC,xbm4kq6,29,4,Lojak the Fissure,3086806,0,112458,0,497724,0,0,0,0,1394786,1081837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blakkur,r53762q,20,0,Lojak the Fissure,3114547,0,1514083,0,311,0,10444,0,838205,751502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blakkur,r53762q,20,1,Lojak the Fissure,3003759,0,0,0,0,0,0,0,0,0,2390846,0,0,608657,0,0,0,1699,0,2427,0,0,0,129,0
Blakkur,r53762q,20,2,Takedar the Reborn,2708204,0,0,0,0,0,97445,0,0,0,2082891,0,0,184012,341925,0,0,34,1267,0,97,530,0,0,0
Blakkur,r53762q,20,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blakkur,r53762q,20,4,Lojak the Fissure,6247772,719048,3911905,0,0,0,4466,0,870813,741538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sEBUSTIAN.cL,g7qpm2,20,0,Lojak the Fissure,3021150,0,0,0,0,0,0,0,0,0,1195925,88246,46389,775502,32667,469752,412505,160,0,0,0,0,0,0,0
sEBUSTIAN.cL,g7qpm2,20,1,Lojak the Fissure,2994210,0,929415,12714,26939,26647,24948,438426,0,1523847,0,0,0,0,0,0,11269,0,0,0,0,0,0,0,0
sEBUSTIAN.cL,g7qpm2,20,2,Takedar the Reborn,3008735,0,0,0,0,21071,26298,0,0,1347758,1148564,9729,22759,0,0,150743,280905,0,0,0,0,0,0,0,903
sEBUSTIAN.cL,g7qpm2,20,3,Mohaca the Gale,2823042,0,1783683,0,0,0,0,0,0,0,0,0,0,82579,50237,490862,414860,818,0,0,0,0,0,0,0
sEBUSTIAN.cL,g7qpm2,20,4,Lojak the Fissure,3002516,0,0,0,0,0,292674,0,0,0,1199255,0,33652,52753,594173,475366,354605,35,0,0,0,0,0,0,0
Razgriz,36en7n2,12,0,Lojak the Fissure,4293368,0,0,0,0,0,1122480,0,0,0,1054710,653971,864765,210396,288455,57256,40616,715,0,0,0,0,0,0,0
Razgriz,36en7n2,12,1,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Razgriz,36en7n2,12,2,Takedar the Reborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Razgriz,36en7n2,12,3,Mohaca the Gale,4120389,0,17068,0,0,200156,1290849,50538,31661,2200705,0,321059,8350,0,0,0,0,0,0,0,0,0,0,0,0
Razgriz,36en7n2,12,4,Lojak the Fissure,4402195,0,0,0,0,0,0,0,0,0,1120117,0,1109080,52327,806342,26732,1287596,0,0,0,0,0,0,0,0
Aïß,wb9bn6x,17,0,Lojak the Fissure,3740380,0,334,0,0,0,0,0,0,1862676,1279493,595974,0,0,0,0,0,1902,0,0,0,0,0,0,0
Aïß,wb9bn6x,17,1,Lojak the Fissure,3126602,0,0,0,0,0,0,0,0,1747279,0,0,753776,0,0,0,624742,803,0,0,0,0,0,0,0
Aïß,wb9bn6x,17,2,Takedar the Reborn,2688301,0,0,0,0,5090,0,0,0,2457,7384,2413915,257342,0,0,0,0,1181,0,930,0,0,0,0,0
Aïß,wb9bn6x,17,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aïß,wb9bn6x,17,4,Lojak the Fissure,3077384,1861381,671966,57827,1057,2114,352,480921,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juice,y6w95en,24,0,Lojak the Fissure,2017183,1111267,409694,0,0,0,125,0,496095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juice,y6w95en,24,1,Lojak the Fissure,4104724,1078812,390731,0,0,0,0,0,553076,0,411750,0,672289,0,0,997776,0,62,0,0,0,0,0,225,0
Juice,y6w95en,24,2,Takedar the Reborn,2162143,0,921,0,400980,0,142190,0,0,448218,0,0,0,0,0,0,1169833,0,0,0,0,0,0,0,0
Juice,y6w95en,24,3,Mohaca the Gale,2110245,1444293,125,0,570912,0,94915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juice,y6w95en,24,4,Lojak the Fissure,2075450,0,0,0,0,0,0,0,0,427779,547790,401534,0,0,0,698346,0,0,0,0,0,0,0,0,0
Lokbeth,wb6g5mw,26,0,Lojak the Fissure,2266554,1424304,720735,16566,28448,19601,19254,16826,20816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lokbeth,wb6g5mw,26,1,Lojak the Fissure,1697932,0,1004261,0,0,0,17243,0,0,0,559500,22295,9551,25150,0,21611,31953,6365,0,0,0,0,0,0,0
Lokbeth,wb6g5mw,26,2,Takedar the Reborn,3028582,0,785362,0,11358,23851,90086,0,0,952803,1018132,20210,0,74504,0,30443,16132,5696,0,0,0,0,0,0,0
Lokbeth,wb6g5mw,26,3,Mohaca the Gale,1304614,0,65549,0,0,0,0,0,0,0,0,0,0,334664,449922,49765,401018,39,0,2253,1401,0,0,0,0
Lokbeth,wb6g5mw,26,4,Lojak the Fissure,3845711,0,24545,4386,41805,15958,21770,29315,21683,1549818,1850074,12142,0,131901,0,0,137615,4592,0,60,0,0,20,20,0
britt,g9d5mde,17,0,Lojak the Fissure,996224,425055,388149,3149,51795,0,8302,0,119771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
britt,g9d5mde,17,1,Lojak the Fissure,4316827,1063672,481819,36194,47075,0,30561,31404,30060,0,2017157,0,0,0,0,565422,0,11695,0,38,19,0,57,19,1631
britt,g9d5mde,17,2,Takedar the Reborn,2396767,850430,596625,61372,81885,0,50218,0,0,632928,0,0,0,0,0,15679,107627,0,0,0,0,0,0,0,0
britt,g9d5mde,17,3,Mohaca the Gale,975204,618238,252007,0,91778,0,0,0,13180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
britt,g9d5mde,17,4,Lojak the Fissure,3052997,0,0,0,0,0,0,0,0,0,2586915,0,4419,52779,106795,48603,252132,1313,0,38,0,0,0,0,0
Xeno,9g94ry,8,0,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xeno,9g94ry,8,1,Lojak the Fissure,5666312,0,0,0,0,0,31213,0,0,0,2706072,0,0,183154,2745659,0,0,0,0,0,211,0,0,0,0
Xeno,9g94ry,8,2,Takedar the Reborn,5746591,0,0,0,0,156743,148544,0,0,3428809,1448661,180872,174303,0,0,208656,0,0,0,0,0,0,0,0,0
Xeno,9g94ry,8,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xeno,9g94ry,8,4,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracul,mqpb86n,16,0,Lojak the Fissure,2763151,1445712,717432,0,0,0,0,600006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracul,mqpb86n,16,1,Lojak the Fissure,2347135,0,657395,0,239451,0,0,0,0,0,0,1002059,5303,0,0,423675,17691,1557,0,0,0,0,0,0,0
Dracul,mqpb86n,16,2,Takedar the Reborn,2967150,0,199509,0,0,0,0,0,0,653603,436324,0,1677713,0,0,0,0,0,0,0,0,0,0,0,0
Dracul,mqpb86n,16,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracul,mqpb86n,16,4,Lojak the Fissure,2901777,709003,645408,0,1547364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
☆•Orion•☆,b6mndyg,16,0,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
☆•Orion•☆,b6mndyg,16,1,Lojak the Fissure,3201088,0,478525,233631,216881,219427,164422,76636,0,1189070,0,0,0,0,0,0,622493,0,0,0,0,0,0,0,0
☆•Orion•☆,b6mndyg,16,2,Takedar the Reborn,2264549,0,0,0,0,316772,316799,0,0,345766,467075,377094,401110,0,0,37345,0,2277,0,0,0,0,0,0,308
☆•Orion•☆,b6mndyg,16,3,Mohaca the Gale,2327838,0,114218,0,0,471042,120926,0,411129,316086,0,304648,317698,0,0,268906,0,3182,0,0,0,0,0,0,0
☆•Orion•☆,b6mndyg,16,4,Lojak the Fissure,3019464,1023120,648844,149245,166261,220082,118804,197003,496101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blee,e4ge886,20,0,Lojak the Fissure,2069119,0,0,0,0,0,0,0,0,0,679634,14019,17818,19174,15556,572062,750425,428,0,0,0,0,0,0,0
blee,e4ge886,20,1,Lojak the Fissure,2263552,850207,162202,0,0,0,8202,0,1242939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blee,e4ge886,20,2,Takedar the Reborn,2233347,0,0,0,0,604210,14117,0,0,117128,152469,13917,7145,0,0,112042,1212317,0,0,0,0,0,0,0,0
blee,e4ge886,20,3,Mohaca the Gale,2069151,0,624208,0,0,0,0,0,0,0,0,0,0,244215,81649,260074,857406,784,0,593,90,0,0,0,129
blee,e4ge886,20,4,Lojak the Fissure,2163914,0,0,0,0,0,0,0,0,0,697850,0,27405,40274,0,643225,755158,0,0,0,0,0,0,0,0
Razzel,ny7g8y8,25,0,Lojak the Fissure,2220304,92205,400716,0,0,0,0,0,0,0,1725610,0,0,0,0,0,0,1758,0,0,0,0,0,0,12
Razzel,ny7g8y8,25,1,Lojak the Fissure,1800077,0,0,0,0,0,120441,0,0,0,1426596,0,186082,33527,0,32212,0,1217,0,0,0,0,0,0,0
Razzel,ny7g8y8,25,2,Takedar the Reborn,1754747,0,0,0,0,93567,29220,0,0,33390,1045954,214386,18995,0,0,319232,0,0,0,0,0,0,0,0,0
Razzel,ny7g8y8,25,3,Mohaca the Gale,1636914,81670,735934,212281,13223,91214,27459,237874,237255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Razzel,ny7g8y8,25,4,Lojak the Fissure,2937049,42726,1746279,434197,23002,134407,30030,57866,295325,41394,50565,0,0,0,0,81254,0,0,0,0,0,0,0,0,0
em yêu stop!!,bn5gb33,15,0,Lojak the Fissure,2084617,0,615863,0,0,0,0,0,0,1468754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
em yêu stop!!,bn5gb33,15,1,Lojak the Fissure,1754980,0,0,0,0,0,29019,0,0,0,634365,390497,8684,623937,0,49197,18322,0,0,954,0,0,0,0,0
em yêu stop!!,bn5gb33,15,2,Takedar the Reborn,2618073,0,405,0,0,0,0,0,0,1403666,1214002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
em yêu stop!!,bn5gb33,15,3,Mohaca the Gale,2556400,270,11303,0,0,0,0,0,0,860685,0,562498,0,338747,47280,698455,37037,0,0,121,0,0,0,0,0
em yêu stop!!,bn5gb33,15,4,Lojak the Fissure,905747,0,0,0,0,0,0,0,0,905747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim,eq35ke5,28,0,Lojak the Fissure,1348923,793443,517813,37666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
