RedCrash,q47bdm5,28,0,Jukk the Overseer,4141028,2072604,978163,0,860651,0,229608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedCrash,q47bdm5,28,1,Takedar the Reborn,8384659,1972478,2018654,0,1759469,0,496712,0,0,2137343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedCrash,q47bdm5,28,2,Lojak the Fissure,8378710,0,1005724,757833,740990,355333,274328,1092411,0,3179592,972495,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedCrash,q47bdm5,28,3,Takedar the Reborn,8170834,0,1033203,1013059,0,112947,0,0,0,965034,0,654569,2469515,120587,758423,0,1042862,234,0,0,395,0,0,0,0
Link,6b9nqrr,28,0,Jukk the Overseer,3823587,0,0,0,0,0,0,0,0,1982430,989905,0,0,0,0,0,851251,0,0,0,0,0,0,0,0
Link,6b9nqrr,28,1,Takedar the Reborn,7767091,2074820,1026810,605516,48752,564284,113106,94580,46559,2111160,988379,0,36564,0,0,0,56553,0,0,0,0,0,0,0,0
Link,6b9nqrr,28,2,Lojak the Fissure,7555330,1690885,1010976,339937,105038,847859,1217782,44121,34103,282776,996312,489132,107641,276601,0,64973,47187,0,0,0,0,0,0,0,0
Link,6b9nqrr,28,3,Takedar the Reborn,7506834,0,0,357557,708038,260370,903998,0,0,2033900,1027188,774671,166529,691897,474194,63622,44863,0,0,0,0,0,0,0,0
StrayTee,d7qneqb,28,0,Jukk the Overseer,6236563,726529,1953869,0,0,0,324,0,770593,0,2032066,0,0,0,0,0,753179,0,0,0,0,0,0,0,0
StrayTee,d7qneqb,28,1,Takedar the Reborn,4606345,95933,2234530,223485,938171,261586,311471,259565,227696,53904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StrayTee,d7qneqb,28,2,Lojak the Fissure,7569008,140210,2133815,134874,124182,141214,248400,127801,844839,0,2027106,148082,199376,172638,610919,182615,332594,338,0,0,0,0,0,0,0
StrayTee,d7qneqb,28,3,Takedar the Reborn,7262176,113190,1972295,440071,281626,771272,754003,128990,123072,0,1999263,44974,62287,76811,494257,0,0,0,0,0,0,0,0,0,57
Xeno,9g94ry,24,0,Jukk the Overseer,3826362,2312510,1148284,12732,10679,4618,8455,162724,166357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xeno,9g94ry,24,1,Takedar the Reborn,4080052,0,0,122793,0,133369,118167,147346,0,2236763,1059428,0,119672,0,0,0,142510,0,0,0,0,0,0,0,0
Xeno,9g94ry,24,2,Lojak the Fissure,7635266,0,225213,32594,100048,123125,117544,112776,0,2223170,2934921,510921,247339,183642,211339,349225,262972,206,0,0,0,0,0,0,225
Xeno,9g94ry,24,3,Takedar the Reborn,8001746,0,0,0,333524,87763,281358,0,0,4478207,2140056,276300,0,136422,0,268093,0,0,0,0,0,0,0,0,18
Yoth Soggoth,7qg33km,28,0,Jukk the Overseer,3913143,1620949,1270270,0,0,0,0,0,0,0,0,0,0,0,0,1021924,0,0,0,0,0,0,0,0,0
Yoth Soggoth,7qg33km,28,1,Takedar the Reborn,6108862,1458018,1147592,0,0,0,0,0,0,2171983,1331267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoth Soggoth,7qg33km,28,2,Lojak the Fissure,5423013,1542908,1306936,0,0,0,0,0,0,0,2142861,0,0,0,0,16398,413517,390,0,0,0,0,0,0,0
Yoth Soggoth,7qg33km,28,3,Takedar the Reborn,7076474,0,915582,0,0,0,0,0,0,4102450,2058441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TechnoPikachu,9krbpy,24,0,Jukk the Overseer,6983007,0,0,6486,0,0,0,529682,0,2512684,2002928,0,0,0,0,0,1931224,0,0,0,0,0,0,0,0
TechnoPikachu,9krbpy,24,1,Takedar the Reborn,4346707,0,0,0,0,0,30455,0,0,0,1985256,42720,243653,4284,51830,1856879,130622,497,507,0,0,0,0,0,0
TechnoPikachu,9krbpy,24,2,Lojak the Fissure,2866585,1137250,1059289,0,0,0,0,0,0,0,0,0,0,0,0,667738,0,0,2274,33,0,0,0,0,0
TechnoPikachu,9krbpy,24,3,Takedar the Reborn,6713323,2813505,2450311,11196,0,0,0,336456,1101853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EmperorYoYo,pyynx8,16,0,Jukk the Overseer,9778301,0,3791036,0,0,0,579,1412036,0,0,1187513,0,0,0,0,938754,2448382,0,0,0,0,0,0,0,0
EmperorYoYo,pyynx8,16,1,Takedar the Reborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EmperorYoYo,pyynx8,16,2,Lojak the Fissure,4970220,0,3799906,0,0,0,7562,0,0,0,0,0,0,0,0,0,1162751,0,0,0,0,0,0,0,0
EmperorYoYo,pyynx8,16,3,Takedar the Reborn,5136428,0,0,66085,1358709,1213794,0,0,0,0,1267867,33393,0,0,0,1196579,0,0,0,0,0,0,0,0,0
Razgriz,36en7n2,24,0,Jukk the Overseer,6458639,0,0,0,0,0,3002,0,812064,3278822,2059272,0,0,0,0,0,305478,0,0,0,0,0,0,0,0
Razgriz,36en7n2,24,1,Takedar the Reborn,2847433,0,0,0,0,0,663629,0,0,0,0,1056035,9240,1117554,0,0,0,15,0,958,0,0,0,0,0
Razgriz,36en7n2,24,2,Lojak the Fissure,3096744,1931390,840624,60493,64064,15102,39291,71694,74082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
