Link,6b9nqrr,28,0,Takedar the Reborn,7800046,2056755,1002952,343423,527607,345961,1687029,26543,71900,0,1041315,66617,259223,0,191335,179380,0,0,0,0,0,0,0,0,0
Link,6b9nqrr,28,1,Takedar the Reborn,3937285,2090376,1011588,396675,66186,219430,56871,52936,43219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Link,6b9nqrr,28,2,Jukk the Overseer,7473832,2010586,975569,0,0,0,0,887015,0,0,1295910,0,0,0,0,2277727,26948,0,74,0,0,0,0,0,0
Link,6b9nqrr,28,3,Lojak the Fissure,7746147,0,980596,0,0,0,0,0,0,1974314,1028893,208499,1477531,260805,725009,140453,949137,0,0,74,830,0,0,0,0
WarDaveEagle,455dxkk,24,0,Takedar the Reborn,4433982,0,806935,3519,4249,26847,77100,534270,437752,2543306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WarDaveEagle,455dxkk,24,1,Takedar the Reborn,8915394,2643101,1407272,835005,576,305554,45423,498520,496312,2683629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WarDaveEagle,455dxkk,24,2,Jukk the Overseer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WarDaveEagle,455dxkk,24,3,Lojak the Fissure,12424294,5266791,1705249,0,71219,13495,158150,983792,1019117,0,932428,739964,679794,580378,269402,0,0,4509,0,0,0,0,0,0,0
RedCrash,q47bdm5,24,0,Takedar the Reborn,7973168,2059267,1019553,0,684049,334082,412560,0,0,0,946063,1739026,0,196519,0,581097,0,313,77,557,0,0,0,0,0
RedCrash,q47bdm5,24,1,Takedar the Reborn,4309776,0,2071396,0,715129,0,467880,0,0,1030226,25143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedCrash,q47bdm5,24,2,Jukk the Overseer,8270207,907981,2186324,0,1836269,0,290971,570546,514757,1028610,934746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedCrash,q47bdm5,24,3,Lojak the Fissure,4133913,0,990100,0,754154,0,396247,885569,0,1107725,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0
Pxeudo,7ebq2yb,28,0,Takedar the Reborn,6849985,2244121,413299,0,0,0,1691,0,779212,1431332,1200299,0,0,0,0,0,780028,0,0,0,0,0,0,0,0
